date_utc,current_count,new_issues,closed_issues,moved_in,moved_out
07-14-23,46,46,0,0,0
07-17-23,46,2,1,0,1
07-17-23,37,0,1,6,14
07-24-23,31,0,3,1,5
07-24-23,24,0,0,0,8
07-31-23,24,4,3,0,1
